author_id,created_at,text
120304,2025-08-12T22:16:00.056204,@idea_cares This is not the resolution. U r fooling customer by showing wrong recharge option and when we complaint then paying back it in main balance
idea_cares,2025-08-12T22:16:00.157088,"@120304 Sorry for the trouble but it is the best resolution that we have provided. Rgds, Yogita"
120304,2025-08-12T22:16:00.259011,@idea_cares What solution ms Yogita? Have u read my reply properly?
idea_cares,2025-08-12T22:16:00.360148,"@120305 Sorry for the trouble caused,the messages you are receiving are just a reminder to link Aadhar with your number.Rgds, Pradnya"
120305,2025-08-12T22:16:00.460788,"@idea_cares Bro, i dont need reminder on daily basis, i have sharp memory"
idea_cares,2025-08-12T22:16:00.561978,"@120305 My Idea store on this link  https://t.co/cJutS3Tqgm (2/2)
Rgds,
Darshan."
idea_cares,2025-08-12T22:16:00.662256,"@120305 To stop the messages kindly visit Idea store for aadhaar linking. You can locate the nearest (1/2)
Rgds,
Darshan."
120305,2025-08-12T22:16:00.762456,"@idea_cares Ok u told me, bt why daily msg to us."
idea_cares,2025-08-12T22:16:00.862797,"@120305 Request you to link your Idea mobile number with Aadhar at the earliest to avoid further inconvenience. Rgds,Pradnya https://t.co/LBfZgLCSfr"
120305,2025-08-12T22:16:00.963034,"Hy @idea_cares why r u threatening ?
Series of mail on daily basis?
 WTF yar pls stop all this non-sense https://t.co/nzLh3MufDq"
AzureSupport,2025-08-12T22:16:01.063488,"@120306 Could you direct message us with more information and we'll take a look. ^DO
 https://t.co/EYpi1mphGM"
120306,2025-08-12T22:16:01.164437,"@azuresupport #azTechHelp I have an app on azure web apps and mapped a custom domain using cname, but ended up having 500 or 502 errors."
AirAsiaSupport,2025-08-12T22:16:01.265245,@120307 Hi Nahledge. Once the booking is within 48 hours and checked in. Booking split cannot be done .Thanks-Emir
120307,2025-08-12T22:16:01.365895,"@AirAsiaSupport I have checked in, but now need to split the itinerary. Booking number SSW3GE. Please help!"
AirAsiaSupport,2025-08-12T22:16:01.467150,@120308 Yes correct as we don't provide any cargo service for pets- Thanks - Anwar
120308,2025-08-12T22:16:01.568248,@AirAsiaSupport Ok thanks
120308,2025-08-12T22:16:01.668845,@AirAsiaSupport Not include cargo too?
AirAsiaSupport,2025-08-12T22:16:01.769670,@120308 Sorry but we do not carry pets/animal on all our flights Siaw.  -Yana
120308,2025-08-12T22:16:01.870200,@AirAsiaSupport hello. Is there any service for shipping house pet? And what are the procedures?
AirAsiaSupport,2025-08-12T22:16:01.970576,"@120309 Yes sure and we will do our best, Thanks for your support!  Thanks- Anwar"
120309,2025-08-12T22:16:02.071205,@AirAsiaSupport Thanks
AirAsiaSupport,2025-08-12T22:16:02.172363,@120309 You are most welcome Sanjay! =) -Emir
120309,2025-08-12T22:16:02.273015,"@AirAsiaSupport Hi,
I would like like to have a deadline for the closure of this issue, This can't be open ended, can it ?"
120309,2025-08-12T22:16:02.374293,@AirAsiaSupport Does it take an escalation to @4634 to get a reply from you. I have also raised a complaint on Airsewa[ Ref#106555] @21562
AirAsiaSupport,2025-08-12T22:16:02.475273,"@120309 Dear Sanjay, flight has been duly moved as per your request . Check your email for the revised itinerary =) Yana"
120309,2025-08-12T22:16:02.576394,"@AirAsiaSupport This is unbelievable ! You don't read the messages,do you? . My complaint pertains to refund...The travel date was 25th oct"
AirAsiaSupport,2025-08-12T22:16:02.676988,@120309 &gt;&gt;system. Appreciate you able Dm us your case number for request request. Thanks- Mariya
120309,2025-08-12T22:16:02.777908,@AirAsiaSupport The case number assigned by airasia is 00163563..
AirAsiaSupport,2025-08-12T22:16:02.878572,"@120309 As we can see case 163563 booking number GQG43E, said team already done progress refund to card *0543 on 3 Nov 2017. Thanks-M"
120309,2025-08-12T22:16:02.979574,@AirAsiaSupport Thanks..Will check with my bank
AirAsiaSupport,2025-08-12T22:16:03.081196,"@120309 Sorry for inconvenience and confusion, the case number you provided 106555 was similar to the case number generated by our &gt;&gt;"
120309,2025-08-12T22:16:03.183236,@AirAsiaSupport Thanks..would appreciate if this is closed quickly
AirAsiaSupport,2025-08-12T22:16:03.284184,"@120309 Sorry for the delay, Sanjay. The case is in progress and you'll be updated once it's validated and processed. Thanks for your patience.-Floi"
120309,2025-08-12T22:16:03.384774,"@115802 @4634 @115802 I have had no response from either your mail interface or twitter, what other mode do i need to explore to get a reply"
120309,2025-08-12T22:16:03.487258,@115802 Case number 00163563 assured me of the refund... Can i please have an update on the same
AskTarget,2025-08-12T22:16:03.588072,@120310 Please remove this tweet for your security and send us a DM with the order number and email address. We would be glad to help.
120310,2025-08-12T22:16:03.688821,@116062 Order showing as delivered but nothing here. Order#1017678771660
AskLyft,2025-08-12T22:16:03.790434,@120311 Hi Jose! We're sorry to hear about your experience. Please DM us the number to your account so that we can take a look!
120311,2025-08-12T22:16:03.891650,@115879 just screw me off for $10. I’d expect more from them. Very disappointed. #shameonLyft
AskLyft,2025-08-12T22:16:03.993401,@120312 Please report this to our Critical Response Line by tapping the 'Call Me' button at https://t.co/93jojKlTCK.
