author_id,created_at,text
119824,2025-08-12T22:13:00.011147,@115911 your service is a joke. I can’t wait to kill myself because of it. it’ll all be your fault. thanks
115911,2025-08-12T22:13:00.112742,@119824 Those are some serious words. Whats going on? We can help. *MelJ
119824,2025-08-12T22:13:00.214028,and seriously @115911 you can suck my fucking dick. i’d have better cell phone service at the bottom of the pacific ocean. eat shit
TMobileHelp,2025-08-12T22:13:00.314955,"@119825 Hey there, Willie! Your wish is our command! Please send us a DM!https://t.co/jg1YyB1ZS7 *CherneilRandolph"
119825,2025-08-12T22:13:00.415622,@115911 @TMobileHelp @1114 I need to talk to someone ASAP
ChipotleTweets,2025-08-12T22:13:00.515977,@119826 Thanks for stopping by. What did you get in your bowl? -Becky
119826,2025-08-12T22:13:00.616372,@ChipotleTweets Steak with everything so good! 🤗
ChipotleTweets,2025-08-12T22:13:00.733985,"@119826 Mmmm – sounds delicious. I like your style, my friend! -Becky"
119826,2025-08-12T22:13:00.834430,$3 @ChipotleTweets bowl.  Best #Halloween 😋🥙
ChipotleTweets,2025-08-12T22:13:00.936177,@119827 That's incredibly upsetting. Please provide more details here: https://t.co/Ax7W1Dx3Y9 -Becky
119827,2025-08-12T22:13:01.038283,The fact that @ChipotleTweets has been out of guacamole every time I go is extremely upsetting 😭😭😭😭 #JusticeForGuac
ChipotleTweets,2025-08-12T22:13:01.138865,"@119828 I mean, that's the only way to spend Halloween IMO. -Becky"
119828,2025-08-12T22:13:01.239116,Nothing like spending your Halloween with a $3 bowl/burrito at @ChipotleTweets and watching #HocusPocus. 🤗 Happy Halloween! 🎃
ChipotleTweets,2025-08-12T22:13:01.340819,"@119829 I'm so sorry about that. We appreciate you stopping by, though. -Becky"
119829,2025-08-12T22:13:01.441587,@ChipotleTweets You know I'll do anything for chipotle 😩😩😩
119829,2025-08-12T22:13:01.542220,@ChipotleTweets on Halloween is always a great time except when u see a trick dressing as a Native mocking ur culture. Miss me w/ that bs.
ChipotleTweets,2025-08-12T22:13:01.642569,@119830 Lookin' good! And I'm glad we could help. -Becky
119830,2025-08-12T22:13:01.744149,"Thx for the $3 burrito, @ChipotleTweets 
Sincerely, the Pavek watermelon and a Wid-Hoe https://t.co/9hbE2wZRyA"
ChipotleTweets,2025-08-12T22:13:01.844921,@119831 Ha! I love it. -Becky
119831,2025-08-12T22:13:01.946963,When @ChipotleTweets has $3 burritos on Halloween https://t.co/K2ULEDXYbn
AppleSupport,2025-08-12T22:13:02.047673,"@119832 Let's work together to figure out the best path forward with your new iPod touch. What type of computer would you be connecting your iPod with? Along with that, tell us which version of the operating system is currently installed. Send that info via DM. https://t.co/GDrqU22YpT"
119832,2025-08-12T22:13:02.148221,@AppleSupport @118721 https://t.co/1mCyCovQam
ChipotleTweets,2025-08-12T22:13:02.248542,"@119833 Oh my goodness – I love this! Nicely done, my friends. -Becky"
119833,2025-08-12T22:13:02.348776,Cutest burrito spotted @ChipotleTweets.  There's still time for late Halloween burritos after the cocktails are over!  #halloweenmunchies https://t.co/ScH5fvMxyA
ChipotleTweets,2025-08-12T22:13:02.450338,@119834 You're welcome – we appreciate you stopping by. -Becky
119834,2025-08-12T22:13:02.550555,@ChipotleTweets thanks for the $3 boorito deal 🎃🍂🌮🌯 https://t.co/d1n68C7qrF
ChipotleTweets,2025-08-12T22:13:02.651384,@119835 That's very concerning. Please provide more details here: https://t.co/Ax7W1Dx3Y9 -Becky
119835,2025-08-12T22:13:02.751616,Update : I hate myself took 3 bites and my stomach hurts https://t.co/h410vUE8Vo
SouthwestAir,2025-08-12T22:13:02.852693,@119836 Sorry for any disappointment. Please see this link for a list of channels we do offer onboard: https://t.co/VRL5XNo38z. ^LC
119836,2025-08-12T22:13:02.952966,@SouthwestAir @1101 #HGTVsucks
119836,2025-08-12T22:13:03.054590,@SouthwestAir  why did you get rid of the @1101 on your #free tv? #lame
hulu_support,2025-08-12T22:13:03.154915,"@119837 What the fork? Sadly, this is one of our ""Rolling 5"" shows: https://t.co/I20ZxVbL0C. We'll share the interest in re-adding them!"
119837,2025-08-12T22:13:03.255375,@hulu_support That was not how you handled Season 1 of #TheGoodPlace. Figure it out!
119837,2025-08-12T22:13:03.355592,"@115940 Special place in the Bad Place reserved for @115940 for removing new season first episode of @1129 wonderful show,#TheGoodPlace"
hulu_support,2025-08-12T22:13:03.456802,@119838 Sorry for any unexpected charges! Please call us from the # on this page so we can take a look: https://t.co/LkhXOWWq74.
119838,2025-08-12T22:13:03.557135,@hulu_support I keep getting charged on my card and I don’t have an account with you? Please help
Ask_Spectrum,2025-08-12T22:13:03.658984,@119747 I'm glad we have that scheduled for you. Please reach out to us if you need any further assistance! ^LS
119747,2025-08-12T22:13:03.759244,"@Ask_Spectrum Ah, don't sweat it. A social media rep can't fix an inherently flawed American corporation.
Already made an appointment with a technician."
Ask_Spectrum,2025-08-12T22:13:03.859543,"@119747 Sorry to hear you're having issues with your service. If you'd like to DM us your phone number, I would be happy ... https://t.co/w2ZGCsksty"
Ask_Spectrum,2025-08-12T22:13:03.959905,@119839 I apologize for the inconvenience. I will be glad to assist you. Can you DM me your Name and acct # or phone #? -JB
119839,2025-08-12T22:13:04.060205,@Ask_Spectrum how come my modem isn’t coming back online?
Ask_Spectrum,2025-08-12T22:13:04.160528,@119840 I apologize for the inconvenience. I will be glad to assist you. Can you DM me your Name and acct # or phone #? -JB
119840,2025-08-12T22:13:04.260774,@Ask_Spectrum Well that was a waste of time
119840,2025-08-12T22:13:04.361200,@Ask_Spectrum since we haven’t had cable/internet for 2 days going on 3 do I still have to pay for this? I work from home this is a pain.
Ask_Spectrum,2025-08-12T22:13:04.463035,"@119841 Good evening. If you would please DM your account or phone number, I will be happy to look into this for you. ^MO"
119841,2025-08-12T22:13:04.564754,@Ask_Spectrum I am having issues with my DVR. I didn’t record any of my shows tonight
Ask_Spectrum,2025-08-12T22:13:04.665330,@119842 I apologize for the inconvenience. I will be glad to assist you. Can you DM me your Name and acct # or phone #? -JB
