author_id,created_at,text
120918,2025-08-12T22:20:00.056992,"@AmazonHelp Is there a problem with books in the last couple of days?  Been trying to buy one that is a bestseller but you say only third parties offer it which is odd.  Similarly, the link for a book I ghosted - also a bestseller at the moment - says 3rd party only."
AmazonHelp,2025-08-12T22:20:00.157170,@120849 S'agit-il d'un article volumineux ? ^SN
120849,2025-08-12T22:20:00.257416,"@AmazonHelp On me dit, impossible d'annuler car c'est prêt pour être expédié, mais vous  ne l'expédiez pas..."
AmazonHelp,2025-08-12T22:20:00.357642,@120919 Pls fil out this secure form and a specialist will look into this for you https://t.co/tkLCr7DNil ^KM
120919,2025-08-12T22:20:00.459230,"@AmazonHelp hahahaha, you sent me this yesterday. If my problem is, I can't login, how do you expect me to complete this page I have to log in to?"
AmazonHelp,2025-08-12T22:20:00.560487,@120919 Is there any option to skip login at the bottom of the login? ^PK
120919,2025-08-12T22:20:00.660935,"@AmazonHelp Thanks, I've submitted my 13th request for help via that page now."
120920,2025-08-12T22:20:00.761818,@120919 @AmazonHelp Now be thankful you don't have an ISP like @116136 cause this is the same shit they pull.
116136,2025-08-12T22:20:00.862141,@120920 If you DM @comcastcares our Digital Care Team will definitely look into that for you! We're here to help. -Sami
116136,2025-08-12T22:20:00.962515,@120920 If you're having any service issues pls DM @comcastcares so we can resolve. More on our improvements here: https://t.co/wU65spBGXY -Sami
120920,2025-08-12T22:20:01.064096,@116136 @comcastcares Are the improvements not dropped/unusable business account for 44 days?  Is that in there somewhere?
120921,2025-08-12T22:20:01.164679,@AmazonHelp @120919 Oh oh paul..
120922,2025-08-12T22:20:01.265300,"@120919 @AmazonHelp ... look below the sign-in-form, where it says ""If you don't have an account or can't access your account, you can skip sign in."" Use that."
120919,2025-08-12T22:20:01.366277,"Good morning @115821 - Day 4 of terrible customer service continues I guess

Read: https://t.co/x4SJJe9gzc"
AmazonHelp,2025-08-12T22:20:01.467501,"@120923 Hi sorry to hear that, were you given a reason for the delay? ^AS"
120923,2025-08-12T22:20:01.568275,@AmazonHelp Undeliverable. Which makes no sense because my first package was easily delivered at 2pm but this one wasn't at 6pm?
AmazonHelp,2025-08-12T22:20:01.669611,@120923 My apologies Erin. Has any re-delivery attempt information been provided? ^DC
120923,2025-08-12T22:20:01.803527,Dear @AmazonHelp I've been paying for prime for awhile and having 2 packages due today &amp; one being undeliverable is VERY annoying. Explain
AmazonHelp,2025-08-12T22:20:01.905248,@120924 the issue. Please don’t provide your details as we consider them to be personal information. Our Twitter page is public. 2/2 ^SH
120924,2025-08-12T22:20:02.007093,@AmazonHelp They are saying that amazon took the courier scanned it and returned.. they have no idea on how the box is empty
AmazonHelp,2025-08-12T22:20:02.108876,@120924 and they should be able to help you out. ^SG(2/2)
AmazonHelp,2025-08-12T22:20:02.210094,"@120924 Be assured, returns once scanned are not sent back to the customers. Please escalate this with the carrier (1/2)"
120924,2025-08-12T22:20:02.310483,Hi I returned my order and I followed the proper procedure but got back an empty dabba from post office. @115850 @AmazonHelp PFA photos https://t.co/DmP0UrEttf
AmazonHelp,2025-08-12T22:20:02.411001,@120924 I get your concern if you have self returned the package kindly connect with the courier as they'll be able to help you with 1/2^SH
AmazonHelp,2025-08-12T22:20:02.512777,@120925 Please confirm if the order is picked up for the return. You may check the return status here: https://t.co/6z4yoQYZ7T (2/2)^SF
120925,2025-08-12T22:20:02.614591,"@115850 
@AmazonHelp what's update of this? https://t.co/rZxXAjgtps"
AmazonHelp,2025-08-12T22:20:02.715462,@120925 This being a social platform we can not access your Amazon account details. (1/2)^SF
Ask_Spectrum,2025-08-12T22:20:02.817443,"@120926 I am sorry to see you are experiencing speed issues. Having slow speeds and throttling a connection are 2 distinctly different issues. We would be happy to investigate the slow speeds issue. There are dozens of things that can cause slow speeds, packet ... https://t.co/7cmflDz19M"
120926,2025-08-12T22:20:02.917816,"@115955 @Ask_Spectrum man that's crazy, a few months ago I tweeted at you guys telling you to stop throttling and you said the classic ""We don't throttle our speeds"". We pay for 65 down and 5 up, I guess you guys don't know the shit you do. https://t.co/IpEgRJ7pv7"
AmazonHelp,2025-08-12T22:20:03.018152,@120927 Please fill in your details using the link: https://t.co/JzRdscmdH9 and I'll get in touch with you soon. ^AK (2/2)
120927,2025-08-12T22:20:03.120088,"@115850 horrible experience.
Pathetic cs care . Worst experience.
Even a prime member"
AmazonHelp,2025-08-12T22:20:03.222069,@120927 Apologies for the bad experience with our support. I'd like to help you with the issue. ^AK (1/2)
AmazonHelp,2025-08-12T22:20:03.324088,@120928 Apologies for the ordeal. Could you please let us know if we have missed the estimated delivery date? ^SB
120928,2025-08-12T22:20:03.425931,@115821 I was waiting from morning but shipment not delivered and wrong status updated.
AmazonHelp,2025-08-12T22:20:03.526251,"@120929 Hi, that's odd! Is the password saved to pop up automatically on the input screen? ^TS"
120929,2025-08-12T22:20:03.628129,@115830 pin set and purchase restrictions on. So WHY is my toddler still able to buy 3 films? https://t.co/9QvFJIs8Uq
AmazonHelp,2025-08-12T22:20:03.729935,@120930 Did the tracking say it was delivered? ^KM
120930,2025-08-12T22:20:03.830558,@AmazonHelp no
120930,2025-08-12T22:20:03.932333,@AmazonHelp  https://t.co/HWXuUYZUsi
AmazonHelp,2025-08-12T22:20:04.034615,@120930 We'd like to take another look into this with you. Please reach out via phone/chat here: https://t.co/hApLpMlfHN ^TK
120930,2025-08-12T22:20:04.136129,"@AmazonHelp s/o to Amer at customer service for being helpful and understanding, as well as helping me actually get my money back!"
AmazonHelp,2025-08-12T22:20:04.236381,@120930 Thank you for the update. Glad we were able to help!  ^CO
120930,2025-08-12T22:20:04.338069,@115821 would have made sense if there was record of it being delivered but it still said “shipped”....
120930,2025-08-12T22:20:04.439767,@115821
120930,2025-08-12T22:20:04.540069,customer service treated me like i was a fucking thief for forgetting my i ordered it for a year ...
120930,2025-08-12T22:20:04.642064,went through my amazon account and realized i bought a record and never got it last year...
AmazonHelp,2025-08-12T22:20:04.743884,"@120931 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2^SC"
120931,2025-08-12T22:20:04.845789,@115850 Ordered on 7 October 2017  Order# 403-7284574-6433108 not yet delivered. No way to cancel and get refund.
