author_id,created_at,text
AldiUK,2025-08-12T22:26:00.051982,"@121941 Pop us a DM, Valerie. Customer Services will be able to advise. Thanks."
121941,2025-08-12T22:26:00.153029,@AldiUK Thanks but the automated message says you are unable to check store availability!!! So disappointing
AldiUK,2025-08-12T22:26:00.255239,"@121941 Hi Valerie, the Wine Advent Calendar is in stores from today. Please call 0800 042 0800 to find out about local stock levels. Thanks."
121941,2025-08-12T22:26:00.360900,@AldiUK is your wine advent calendar in store today or tomorrow? If today where in north London please?! Leyton does not have... 😕
AldiUK,2025-08-12T22:26:00.461448,@121942  https://t.co/JcCM3nbj6O
121942,2025-08-12T22:26:00.561811,I got an @AldiUK wine advent calendar and I'm excited! (even though I need to wait 30 more days to drink them)
marksandspencer,2025-08-12T22:26:00.662048,@121943 Really sorry to read this :( to discuss this further please contact our furniture team on &gt; 0333 014 8111 Thanks
121943,2025-08-12T22:26:00.762796,@marksandspencer Too late - we’ll be buying our furniture from @121944 thanks to your poor service and delays
121943,2025-08-12T22:26:00.864121,"@marksandspencer - we’ve messed your order up, can you dispose of it because we are incompetent. In future I’ll be going to @121944"
nationalrailenq,2025-08-12T22:26:00.965843,"@121945 Hi there, we haven't received any information regarding disruption tomorrow, I would advise to keep checking back as we will update the disruption as soon as we receive any further information."
121945,2025-08-12T22:26:01.067860,@nationalrailenq Will I be able to get to Carlisle from Whitehaven tomorrow morning.
nationalrailenq,2025-08-12T22:26:01.169742,Buses replace trains between Maryport and Carlisle until the end of the day #Aspatria  https://t.co/qxZuM0r0ps
Safaricom_Care,2025-08-12T22:26:01.272272,"@121946  Hi More, share your details with us via *400# sharing your exact location  and mobile number. ^MA"
121946,2025-08-12T22:26:01.374199,@Safaricom_Care I've been doing that but with no response
Safaricom_Care,2025-08-12T22:26:01.476931,"@121946 Hi, Woodley estate is not yet connected to our fiber network. ^IZ"
121946,2025-08-12T22:26:01.578026,"@Safaricom_Care hey,is the fiber line in Woodley estate? How do I get connected?"
Safaricom_Care,2025-08-12T22:26:01.678530,@121947 We will reply to your DM.^DN
121947,2025-08-12T22:26:01.779974,"@119309 Can I be assisted? I tried calling 234 and I Dm-ed @Safaricom_Care
No response yet."
119309,2025-08-12T22:26:01.881708,"If we all reach out in an effort to come &amp; work together, what great things can we do? Share using #Twaweza (a surprise emoji, just for you)"
idea_cares,2025-08-12T22:26:01.983367,"@121948 Sorry for the trouble caused.We request you to follow the link https://t.co/3ZdqAy1pqp to assist you better.
Rgds,
Shweta"
121948,2025-08-12T22:26:02.084080,@idea_cares Are you aware about the supreme court notification??
idea_cares,2025-08-12T22:26:02.186139,@121948 Sorry for the trouble caused.This message is informative message so we request u to link ur idea no with aadhar card.
O2,2025-08-12T22:26:02.289052,"@121949 ☹ If you send us over the full postcode Jen, we'll take a look: https://t.co/5pyLDJBC6r"
121949,2025-08-12T22:26:02.390492,"@O2 I've checked on your website and there's no problems with the service around here, but I'm still getting nothing. Any ideas why? https://t.co/MMUzQttsiR"
O2,2025-08-12T22:26:02.491529,"@121950 😞 Predicted coverage looks good Dave &amp; we're not aware of any issues. So we can help further, DM us. https://t.co/X6jjaZO883"
121950,2025-08-12T22:26:02.592760,@O2 I can't use my phone on Plymouth Uni Campus despite having full signal. Also happens to other O2 colleagues. PL4 8AA. Thnx.
O2,2025-08-12T22:26:02.694190,@121951 We're sorry to hear about what's happened to your son Janine. Did your son have any insurance with the phone?
121951,2025-08-12T22:26:02.795598,"@O2 i had only had it a day, and was planning to insure, as i always had with previous phones. I paid to upgrade for his birthday, he's gutted"
O2,2025-08-12T22:26:02.896700,"@121951 So we can help further Janine, please drop us a DM: https://t.co/Xe5i4kfJ97"
121951,2025-08-12T22:26:02.998903,"Heartbroken, disgusted, my son mugged &amp; beaten for his new Iphone, only 24hrs old, called @O2, not interested. All they want is your money😥"
O2,2025-08-12T22:26:03.099414,@121952 Hi there 😞 We're unaware of any issues in the general area. Check out our network guide here: https://t.co/Az8oZL1Low
