author_id,created_at,text
119130,2025-08-12T22:09:00.002476,@ATVIAssist Just sent you a direct message with code information.
119130,2025-08-12T22:09:00.103163,@ATVIAssist Tells me code has been redeemed - possibly because I attempted it several times thinking it was my connection or is it applied already?
ATVIAssist,2025-08-12T22:09:00.203954,"@119130 Hey King, there is an issue with our redemption site - hang on to your code, things should be cleared up soon! ^NM"
119130,2025-08-12T22:09:00.384803,@ATVIAssist I am trying to redeem my pre-order code at https://t.co/no8zT0YVWO and get a 504 gateway time-out several times of trying. HELP!
ATVIAssist,2025-08-12T22:09:00.485096,"@119130 Hey! Please go ahead and shoot me a DM with your GT, email address linked to your https://t.co/4YBn633EOk account and ..^KO"
ATVIAssist,2025-08-12T22:09:00.585345,@119131 Shoot me your code and https://t.co/4YBn633EOk email via this DM link. ^MB https://t.co/c9WoAfwenP
119131,2025-08-12T22:09:00.688519,@ATVIAssist Help please
119131,2025-08-12T22:09:00.788878,@ATVIAssist so I tried to redeem my code and it says that I already redeemed it.I tried to redeem it a couple of times last week but no load https://t.co/2s5TH6vLBL
AirbnbHelp,2025-08-12T22:09:00.889948,"@119132 You can send us a DM from here. Whenever you have time, Linda. https://t.co/WCQEFGIlXC"
119132,2025-08-12T22:09:00.991114,@AirbnbHelp Thank you! I will be back to you tomorrow.
AirbnbHelp,2025-08-12T22:09:01.091948,"@119132 You're welcome, Linda. We look forward to your DM!"
119132,2025-08-12T22:09:01.192605,@115783 I can't DM you because you are not following me. I'm getting ready to go to a Halloween party so this may get delayed. TY for your tweet!
115783,2025-08-12T22:09:01.293515,"@119132 Hi Linda, please send us a DM with more details regarding this issue and we can investigate further. Best."
119132,2025-08-12T22:09:01.394343,A2 I believe there is an issue at @AirBnBHelp #CustServ. Agents appear to have very limited ability to compensate for errors @115783 causes. https://t.co/d2E2GNDOSU
AirbnbHelp,2025-08-12T22:09:01.496742,"@119133 We are happy to help, Khalid. If you ever need assistance in the future we are always just a tweet away."
119133,2025-08-12T22:09:01.599608,@AirbnbHelp you been super responsive to my queries so #kudos for great #CX
XboxSupport,2025-08-12T22:09:01.701449,@119134 redownload. This can also mean that your connection is weak and experiencing packet loss.  2 ^CO
119134,2025-08-12T22:09:01.801865,"@XboxSupport My connection, to provide context. https://t.co/hlGP7m9HTx"
XboxSupport,2025-08-12T22:09:01.902496,@119134 Thanks for that picture. Let's go ahead and initiate the download from the web martketplace: https://t.co/CTA3SOigCA ^CO
119134,2025-08-12T22:09:02.002854,"@XboxSupport Even signed in under my account, that link wants me to purchase the game again."
119134,2025-08-12T22:09:02.112604,@XboxSupport Now I have been told it's in my download queue using the web marketplace. Deleted another corrupted attempt and trying again...
XboxSupport,2025-08-12T22:09:02.224780,"@119134 Keep us updated. If you still see issues, let's try another power cycle of your console and router, and try again. ^CO"
119134,2025-08-12T22:09:02.324567,"@XboxSupport I'll keep you posted. If this problem has been popping up for multiple people on the 360, could the file we're all downloading be corrupt?"
XboxSupport,2025-08-12T22:09:02.428626,@119134 experiencing the issue. This is a connection or download issue individuals are experiencing.  2 ^CO
XboxSupport,2025-08-12T22:09:02.528799,"@119134 Oh no, if the file was corrupted, everyone would have an issue. We're not  1 ^CO"
119134,2025-08-12T22:09:02.629091,"Hey @XboxSupport - Saw #KotOR available for download on Marketplace on my Xbox 360, 3.8GB. $9.99 and it's ""Corrupt"" - Any fix? Many w/ issue"
XboxSupport,2025-08-12T22:09:02.730062,@119134 Hello! Thanks for reaching out to us! We recommend deleting the content and trying to  1 ^CO
119134,2025-08-12T22:09:02.831915,"@XboxSupport I have deleted the corrupt file, cleared all storage caches, then found forums - many others with the same issue on the 360 for #KotOR ☹"
JetBlue,2025-08-12T22:09:02.932429,@119135 Oh no! Please let our inflight crew know so they can help. Thanks!
119135,2025-08-12T22:09:03.033098,@JetBlue First Mint experience on halloween night is quite a treat - but is the a trick a broken armrest? https://t.co/0sFwbqM2uY
Uber_Support,2025-08-12T22:09:03.133554,@119136 We're here to help! Send us a DM with your email address so we can follow up.
119136,2025-08-12T22:09:03.234099,.@Uber_Support Its been 6 days you guys promised to give me the Uber Credits.. But I can't see any credits in my Account ..plzz see to it
marksandspencer,2025-08-12T22:09:03.335699,@119137 @119138 What a fantastic photo! Paddington looks very cosy and we are most jealous of his holidays. Happy travels!!!
119137,2025-08-12T22:09:03.437385,@119138 @marksandspencer Adorable 😍
119138,2025-08-12T22:09:03.537795,Which way is it to the Amsterdam Paddington? @119137 #Paddington2 #mypb #lovethebear @marksandspencer https://t.co/ojgUwSnVAq
marksandspencer,2025-08-12T22:09:03.638185,"@119139 Thanks, Janet! :)"
119139,2025-08-12T22:09:03.738832,I just gave 5 stars to Sophie at @marksandspencer for great service!
AlaskaAir,2025-08-12T22:09:03.839254,@119140 Have a great flight! -Maeghan
119140,2025-08-12T22:09:03.940144,Regranned from dean.stantin  -  🗽Coast —&gt; Coast ⛰ @alaskaair #b737900er #boeing #row25lyfe… https://t.co/MZNYK6TLzz
AirAsiaSupport,2025-08-12T22:09:04.041639,"@119141 We have resent the itinerary to your email, Teya. Yes, baggage and seats was assisted accordingly. Thanks-Sha"
119141,2025-08-12T22:09:04.142095,@AirAsiaSupport Thank you! Much appreciated 🙏🏽
AirAsiaSupport,2025-08-12T22:09:04.243594,@119141 We have forwarded this to the team and you will receive the revised itinerary once done ya Teya =) Yana
119141,2025-08-12T22:09:04.345292,@AirAsiaSupport Thank you so much. We would like to fly on an early flight which arrives in Hat Yai before 11am. The 07:50 flight would be suitable.
AirAsiaSupport,2025-08-12T22:09:04.445773,@119141 provide us your preferred time and we will have it sorted for you =) Yana
119141,2025-08-12T22:09:04.547106,@AirAsiaSupport The booking number is KMIBYW.
AirAsiaSupport,2025-08-12T22:09:04.648113,"@119141 Hi Teya , Could you provide us the booking number for further checking. We will advise you accordingly. Thanks - Khairul"
119141,2025-08-12T22:09:04.750206,@AirAsiaSupport This is incredibly frustrating and you need to resolve this ASAP.
119141,2025-08-12T22:09:04.850840,@AirAsiaSupport Your email says that we can amend the flight times FREE OF CHARGE but you’re still charging us when we try to amend on the app.
119141,2025-08-12T22:09:04.951783,@AirAsiaSupport  You have changed our flight times - we cannot travel at the new time you have changed the flight to!
AirAsiaSupport,2025-08-12T22:09:05.053309,"@119142 &gt;&gt;and contact number via DM, Thank you- Mariya"
119142,2025-08-12T22:09:05.154323,@AirAsiaSupport - landed from Bangkok by Air Asia flight and luggage was broken during flight for my brother in law. Waited almost 30 mnts but no air asia staff at counter. Now left the airport. Pics attached. Kindly solve this. https://t.co/Fy2s0fsMu0
AirAsiaSupport,2025-08-12T22:09:05.264254,"@119142 Hi Vinod, Apologize for the inconvenience caused, Appreciate you able provide us your booking number &gt;&gt;"
119142,2025-08-12T22:09:05.364765,@AirAsiaSupport I have raised it as per your suggestion but no revert back from your teams. Even not a single reply so far ...
AirAsiaSupport,2025-08-12T22:09:05.465226,"@119142 Sorry for the inconvenience, kindly provide us with your case number. We will follow up on it accordingly. Thanks - Ed"
119142,2025-08-12T22:09:05.565563,@AirAsiaSupport  https://t.co/XYymiuOBaM
AirAsiaSupport,2025-08-12T22:09:05.665963,"@119142 Dear Vinod, our team is still reviewing your case. You will be responded to accordingly via email once done -Yana"
Ask_WellsFargo,2025-08-12T22:09:05.766495,@119143 What happened? Please share more details about your recent service experience (no account numbers). ^HH https://t.co/q1oBDuYAdh
119143,2025-08-12T22:09:05.868734,Wells Fargo did me so fucking dirty omg https://t.co/2KMKYKUZpJ
Ask_WellsFargo,2025-08-12T22:09:05.969563,@116038 Hi Gabe. How can we help you today? ^HH
116038,2025-08-12T22:09:06.071760,@116827 i have a question
Walmart,2025-08-12T22:09:06.172734,"@119144 Hope this means we'll be seeing alot more of you, curbside! -Danny"
119145,2025-08-12T22:09:06.274160,@Walmart @119144 DSRAY WALMART IS AWESOMENESS VISION CENTER AWESOME PHARMACY AWESOME CAN 49NER WIN TTHERE 1ST GAME THIS SUNDAY🏆🏆🏆🏆🏆 https://t.co/oGWlAqo553
119144,2025-08-12T22:09:06.376717,"Hey everyone, @Walmart online grocery pickup was awesome! Use code RKYSUI0G for $10 off your first order!"
Walmart,2025-08-12T22:09:06.478112,@119146 Wish we had a picture of that! Too cute for words. -Danny
119146,2025-08-12T22:09:06.579677,@Walmart It was adorable!! He was just walkin beside this huge lobster 😂 With big smiles on their faces ❤️ the best!
119146,2025-08-12T22:09:06.680264,"I saw a Dad dressed up as a lobster &amp; his 4 yr old dressed as a chef, walking through Walmart tonight. Day made. So funny and cute"
Walmart,2025-08-12T22:09:06.780929,@119147  Looks like fun! You really livened up the place. #gojira #kingofmonsters-Danny
