author_id,created_at,text
115865,2025-08-12T21:52:00.065872,@AppleSupport Okey. Thank you! 🤗
AppleSupport,2025-08-12T21:52:00.166110,"@115865 Our pleasure. If you're still having issues after a back up and update, contact us back. We're happy to help."
115865,2025-08-12T21:52:00.266301,@AppleSupport iPhone 7 Plus 😊
AppleSupport,2025-08-12T21:52:00.366540,@115865 Hi there! What type of device are we working with?
115865,2025-08-12T21:52:00.466682,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport
AppleSupport,2025-08-12T21:52:00.567280,@115865 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs
115865,2025-08-12T21:52:00.668096,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️
AppleSupport,2025-08-12T21:52:00.769643,@115866 We want to help! DM us and let us know more about the issues you are having. https://t.co/GDrqU22YpT
115866,2025-08-12T21:52:00.870322,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t
AppleSupport,2025-08-12T21:52:00.970931,@115867 We'd like to get you speaking to our experts here: https://t.co/IBIY3vMgPj
115867,2025-08-12T21:52:01.071893,@AppleSupport ? hello
115867,2025-08-12T21:52:01.172576,"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much &amp; sound is still on Mac not tv?"
AppleSupport,2025-08-12T21:52:01.272967,"@115868 We've just released iOS 11.1. We suggest backing up &amp; updating. Then, test the issue again. Here's how: https://t.co/80YRnjDFDk"
115868,2025-08-12T21:52:01.373353,"@AppleSupport Yes it did, 11.0.3"
AppleSupport,2025-08-12T21:52:01.474440,@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?
115868,2025-08-12T21:52:01.576365,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport
AppleSupport,2025-08-12T21:52:01.677457,@115869 We're here to help. Meet us in DM and we can check on available options. https://t.co/GDrqU22YpT
115869,2025-08-12T21:52:01.777971,Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?
AppleSupport,2025-08-12T21:52:01.878376,@115870 DM us the specific iOS version you are running currently and we'll continue there. https://t.co/GDrqU22YpT
115870,2025-08-12T21:52:01.978809,@AppleSupport I can not find an option to get it there. It was just always there when playing.
AppleSupport,2025-08-12T21:52:02.079171,"@115870 Just to confirm, this is only happening with Spotify, correct?"
115870,2025-08-12T21:52:02.179594,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.
AppleSupport,2025-08-12T21:52:02.280600,@115870 Thanks for reaching out to us. Are you experiencing the missing app after restating your device?
115870,2025-08-12T21:52:02.382008,After update #ios1103 no spotify on my lock screen?@AppleSupport
AppleSupport,2025-08-12T21:52:02.484054,@115871 We want to help you get your battery life back on track. Please DM and we'll look at it together. https://t.co/GDrqU22YpT
115871,2025-08-12T21:52:02.585006,I just need @115858 to do something about the battery life because it sucks ass
Uber_Support,2025-08-12T21:52:02.686485,@115872 Happy to follow up! Contact us via https://t.co/1xM0TILvAI so we can connect.
115872,2025-08-12T21:52:02.787760,@Uber_Support Already did that was told we requested to dropped off somewhere different which is completely false.
Uber_Support,2025-08-12T21:52:02.889363,@115872 We apologize for the trouble! Send us a DM with your email address and we'll connect.
115872,2025-08-12T21:52:02.990731,@115873 you need to correct false charges from a trip in Lexington KY on Saturday. I want my $13 back #lyingdriver #theft
Uber_Support,2025-08-12T21:52:03.092698,"@115874 We're here to help! Send us a note here, https://t.co/WFtPA6RjWt and our team will be in touch."
115874,2025-08-12T21:52:03.193962,@115873 my driver just drove me to the department of air travel instead of the airport.......... rufkm
Uber_Support,2025-08-12T21:52:03.296238,"@115875 We’re here to help, Travis! Send us a note via https://t.co/dwDjAokZht and we'll be in touch."
115875,2025-08-12T21:52:03.397250,@Uber_Support I’m not getting your texts. https://t.co/GhefNjQTfg
Uber_Support,2025-08-12T21:52:03.498961,@115876 For more info about UberEats availability click here; https://t.co/3A9YFZQFaF
115876,2025-08-12T21:52:03.599876,@115877 got this threw my door today went to order... sorry we don't deliver to your area! What!!! Why did I get this then! https://t.co/BGzU59vYJS
Uber_Support,2025-08-12T21:52:03.700899,@115878 We have received your DM and will follow up with you there.
115878,2025-08-12T21:52:03.802105,@Uber_Support @115879 wouldn't do this to me 😔
115878,2025-08-12T21:52:03.902527,@Uber_Support Why is there no phone number ?? I'm literally stranded and now I have to wait for an automated reply this is ridiculous
