author_id,created_at,text
comcastcares,2025-08-12T22:00:00.026672,"@117387 Great, please reach out to us if you have any questions or concerns in the future. –Jules"
117387,2025-08-12T22:00:00.126900,@comcastcares the internet came back up late last night. Thank you
comcastcares,2025-08-12T22:00:00.227114,"@117387 Hello, I would like to help. Are you still experiencing issues? -Jules"
117387,2025-08-12T22:00:00.327629,@comcastcares same. no wifi in Ballard. When can we expect to have it up again? I got work to do https://t.co/K5QFbjpWfu
comcastcares,2025-08-12T22:00:00.428200,"@117388 Hello, Tom, I apologize for the delayed reply. Are you still having issues with your services at this time? -JW"
117388,2025-08-12T22:00:00.528501,@comcastcares Nope
comcastcares,2025-08-12T22:00:00.628854,@117388 I am glad to hear that. Is there anything that I might assist you with at this time? -JW
117388,2025-08-12T22:00:00.729081,@comcastcares how long is outage for maintenance going to last in #Houston? Trying to celebrate #WorldSeries
comcastcares,2025-08-12T22:00:00.829900,"@117389 Hello, Mike, I apologize for the delayed reply. Are you still having issues with your cable at this time? -JW"
117389,2025-08-12T22:00:00.931509,"@117390 I had planned on it, but @116136 doesn't seem to care what I want. https://t.co/0go1LivYc0"
117390,2025-08-12T22:00:01.032322,Hope you plan to keep me company next hour! Standby!
comcastcares,2025-08-12T22:00:01.134223,"@117391 Hi, I'm sorry for the trouble with your recordings. Can you DM the name, address, and phone number on the account?-Sean"
117391,2025-08-12T22:00:01.236597,"If @comcastcares, why won’t they do something about these recurring problems? Can’t watch nor download something already recorded. https://t.co/BXh12cEMmn"
comcastcares,2025-08-12T22:00:01.337586,"@117392 Hello, Chris, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW"
117392,2025-08-12T22:00:01.438123,@comcastcares my internet is down a week after a technician came out to 'fix' it
comcastcares,2025-08-12T22:00:01.538397,@117393 Hello I can please send me your phone number and the primary name on the account? -Will
117393,2025-08-12T22:00:01.640315,@115900 my internet service has been cutting out every 20 minutes. What's good?
comcastcares,2025-08-12T22:00:01.741114,@117394 Hello. I am happy to assist you with any issue you are having with your service.DM me your address so I can help. Thanks.-JC
117394,2025-08-12T22:00:01.842662,"@115900 I love how when your support can't figure out my problem,  they just hang up on me."
comcastcares,2025-08-12T22:00:01.944830,"@117395 Hello, I apologize for the delayed reply. Are you still having issues with your internet at this time? -JW"
117395,2025-08-12T22:00:02.046244,"@comcastcares It happens every night, like in between 2 4 am. Wow. I appreciate the response. Damn #Sprint y'all have no type of live for your customers.."
sprintcare,2025-08-12T22:00:02.153245,@117395 Thanks for reaching out. What can I help with today? -SM
117395,2025-08-12T22:00:02.254816,@sprintcare My internet SUCKS!!!! And their is ALWAYS something wrong with my bill. Lol. It's crazy. I could've went to #MetroPCS for this😕
sprintcare,2025-08-12T22:00:02.356609,"@117395 Hey King, Thank you for the feedback. We would like to solve this now. Please send us a DM. It will be our honor to assist you. Ange L"
117395,2025-08-12T22:00:02.458202,"@sprintcare I've called literally more the 15x and it's always about some tower repair, reset my phone, go to the Sprint store..its ridiculous .😞"
comcastcares,2025-08-12T22:00:02.560743,@117395 I would be happy to look further into this for you if you would provide your full address and account associated phone number in a DM. -JW
117395,2025-08-12T22:00:02.662701,My fucking internet #Comcast just took a 💩#AGAIN!! These mufuckaz making me wanna snap. Always talking bout towers and technician n more 🐂💩
comcastcares,2025-08-12T22:00:02.767430,@117396 Please provide by DM the full address and account number and name associated with your account. Thanks. - QS
