author_id,created_at,text
AppleSupport,2025-08-12T22:08:00.007865,@118930 We'd love to continue working with you. Let's move the conversation to DM. https://t.co/GDrqU22YpT
118930,2025-08-12T22:08:00.108410,@AppleSupport super frustrating trying to send a pano but sending photo works just fine?? Am I doing something wrong? #iOS11 👎 https://t.co/WGgmrsf9jD
AppleSupport,2025-08-12T22:08:00.211613,@118931 We'd like to look into this. Does this happen in all apps you use the keyboard with? Which device is this happening on?
118931,2025-08-12T22:08:00.311799,Wait why did my letter “I️” change into weird characters?!? @AppleSupport
AppleSupport,2025-08-12T22:08:00.418332,@118932 You're quite welcome!
118932,2025-08-12T22:08:00.518745,@AppleSupport Thank you so much for your help.
AppleSupport,2025-08-12T22:08:00.619270,@118932 You're in the right place for help. Let us know in a DM if the issue started randomly or since you first setup the Watch. https://t.co/GDrqU22YpT
118932,2025-08-12T22:08:00.721418,@AppleSupport I have updated my WatchOS but cannot stream the radio on LTE  (@115911) . Wi Fi (both tethered and direct from watch) works
AppleSupport,2025-08-12T22:08:00.822199,@118933 We know it's important to have your device working correctly. We'd like to help. Let's meet in DM. https://t.co/GDrqU22YpT
118933,2025-08-12T22:08:00.923006,@AppleSupport HELP EVERYTIME I️ TYPE I️ ONLY SYMBOLS COME UP I️ WANT TO BE ABLE TO TALK ABOUT MYSELF
AppleSupport,2025-08-12T22:08:01.023537,@118934 Please let us know what's happening with your iPhone. We're eager to offer our help and get things resolved.
118934,2025-08-12T22:08:01.124730,@115858 explain to me why my phone decides to stop working when you release new ones
AppleSupport,2025-08-12T22:08:01.226887,"@118935 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt."
118935,2025-08-12T22:08:01.328037,"@118837 @115858 @AppleSupport @118936 O meu está acontecendo a mesma coisa, já redefini a senha e nada"
Uber_Support,2025-08-12T22:08:01.430756,@118937 We're here to help. Can you please send us a DM so we can connect?
118937,2025-08-12T22:08:01.535348,@116273 needs to get on @115877 ASAP!!!!! I want a chicken gumbo 😫😫
Uber_Support,2025-08-12T22:08:01.636585,@118938 We're sorry to hear about the trouble. Could you please DM us your account email and the details of your issue?
118938,2025-08-12T22:08:01.737361,@115873 First from 2 destination rides to 6 but now back to 2 again? And during rush hour I can't even use that? What are you doing Uber??
Uber_Support,2025-08-12T22:08:01.840542,@118939 Here to help! Contact us here; https://t.co/oKhNTOteP5 so we can take a closer look.
118939,2025-08-12T22:08:01.941465,@115877 never got my food from Travis.  Absolute bullshit.  Never ordering again.
Uber_Support,2025-08-12T22:08:02.043970,@118940 Can you please provide additional details so we can follow up? Thanks!
118940,2025-08-12T22:08:02.144673,@Uber_Support Gave him a $20 bill to cash tip him and he drove off without giving change
Uber_Support,2025-08-12T22:08:02.246037,@118940 Can you please DM us specific details of your concern so that we can properly follow up.
118940,2025-08-12T22:08:02.347020,@Uber_Support Thought I made it explicit. Paid twice for my trip . Dude took off with my cash . No more cash tips . Your drivers lose
Uber_Support,2025-08-12T22:08:02.447883,"@118940 To best address your concern, please visit https://t.co/z8NNR56eyf and 'Sign in to get help' to send us a note."
118940,2025-08-12T22:08:02.548600,"@Uber_Support Don’t bother , I’ve made my decision. Thank you"
118940,2025-08-12T22:08:02.648986,@115873? It advertised as $12 and some change . It charged $17 and change ... What’s with that?
Uber_Support,2025-08-12T22:08:02.749592,"@118941 Hi, Brittany. You can always share your referral code with friends so you can rack up free rides when they sign up!"
118941,2025-08-12T22:08:02.851172,@Uber_Support My boyfriend doesn’t refer anyone . He automatically gets them applied to his account .....
Uber_Support,2025-08-12T22:08:02.951861,@118941 Hello! Thanks for your patience. Please check your DM for our reply.
118941,2025-08-12T22:08:03.052836,@Uber_Support why do I never receive promos !!!!!!!!
Uber_Support,2025-08-12T22:08:03.154155,@118942 We apologize for the trouble! Send us a DM with your email address with additional details and we'll connect.
118942,2025-08-12T22:08:03.254568,I’m sick of fuckin Uber they still have yet to credit my account like the fuck they said and this ain’t the first time @115873
116355,2025-08-12T22:08:03.355453,"@Uber_Support I haven't received any email or been reached by anybody,"
Uber_Support,2025-08-12T22:08:03.456741,@118943 We're here to help. Can you please send us a DM  and more info so we can connect?
118943,2025-08-12T22:08:03.557881,I need @115877 but for trick or treating
Uber_Support,2025-08-12T22:08:03.658297,@118944 Here to help. Send us a note at https://t.co/jjOMGmmMC9 so our team can connect.
118944,2025-08-12T22:08:03.758930,"@Uber_Support Hey - your greenlight rep at Metairie @115714 store had me waiting almost an hour only to not be available. No decal, no information."
sprintcare,2025-08-12T22:08:03.860700,"@118944 Hey Bill! Thank you for reaching out. I’ll be happy to help, please send us a Direct Message in order for us to further assist. -AD"
