author_id,created_at,text
Postmates_Help,2025-08-12T22:03:00.014062,@117932 Yes! DM us with your account email :)
117932,2025-08-12T22:03:00.114233,"@116057 hi; order was not fulfilled by vendor, and i am still being charge. can we fix this please? can we chat in DM?"
TMobileHelp,2025-08-12T22:03:00.214978,@117933 @115913 We want you to have the best possible coverage at all times. Let’s take a closer look at what’s going on so we can get you up and running. Please send a DM my way for a closer look https://t.co/Et1Fu7xZtb *BarbPelotte
117933,2025-08-12T22:03:00.318437,"@TMobileHelp @115913 Thanks, I sent you a message."
117933,2025-08-12T22:03:00.419028,"Hi @115913, why can't I get service in Williamsburg VA? My brother, who's on another plan, is getting service"
AskTarget,2025-08-12T22:03:00.520290,@117934 Your safety is very important to us. We'd like to learn more. Please DM us the store location and your contact info. Thanks.
117934,2025-08-12T22:03:00.620592,"@AskTarget I did, seems that your people are interested in neither"
117934,2025-08-12T22:03:00.721387,"Dangerous experience at @116062  
bought a bike, wheeling it out in the parking lot, the handle bar practically falls off."
AskAmex,2025-08-12T22:03:00.822457,"@117935 Hi Lizzy. For immediate assistance, please call our Digital Assist Team at: 800-297-1234, 24/7. Thank you. ^B"
117935,2025-08-12T22:03:00.922980,"@AskAmex my offers have all but disappeared, including many w/end of year expiration dates that I had previously added to my card https://t.co/g9GuoJLYuh"
AskTarget,2025-08-12T22:03:01.023162,@117936 Our apologies. We are here to help you. Please DM for assistance and we'll respond ASAP. Thank you.
117936,2025-08-12T22:03:01.123289,This pic speaks 1K words on how 2 lose business in #retail. #customerservice #branding #marketing #fail #genz #entrepreneur #bizdev @116062 https://t.co/vTutqAIE0B
UPSHelp,2025-08-12T22:03:01.223519,@117937 Sorry to hear this happened. I would recommend contacting your shipper to start a package investigation at this point. ^KS
117937,2025-08-12T22:03:01.323761,No idea? @115817 —me either.
UPSHelp,2025-08-12T22:03:01.423910,@117938 I do apologize that you feel this way. If you need assistance please DM our team. ^AC https://t.co/wKJHDXWGRQ
117938,2025-08-12T22:03:01.524044,Like honestly @115817 how could your customer service and work get any worst. Holler if you feel me. #neverusingups for any of my companies!!!
Uber_Support,2025-08-12T22:03:01.624193,@117939 We're here to help! Send us a DM with your email address so we can assist.
117939,2025-08-12T22:03:01.726343,". @Uber_Support two days Ives been trying to us this app. 
All I want McDonald's breakfast while not having to leave my bed and this is very problematic. https://t.co/4jzMdFbtpx"
DoorDash_Help,2025-08-12T22:03:01.827971,@117940 Hey Katlyn. So sorry about this. Please DM us your info and we will reach out to you right away! Thanks DoorDash
117940,2025-08-12T22:03:01.928201,When all you want is a good burger and @116584 and @697 let you down... is this a trick or where is my treat? #HappyHalloween
DoorDash_Help,2025-08-12T22:03:02.029548,@117941 Thanks for this message. Sorry for the trouble.  Please DM us with your email address &amp; we'll reach out right away!
117941,2025-08-12T22:03:02.131355,@116584 Your customer support is awful. I’ve been waiting over two hours for my food.
DoorDash_Help,2025-08-12T22:03:02.231571,@117942 Thanks for this message. Sorry for the trouble.  Please DM us with your email address &amp; we'll reach out right away!
117942,2025-08-12T22:03:02.332000,@DoorDash_Help DM'd
DoorDash_Help,2025-08-12T22:03:02.432405,"@117942 Oh no! I'm really sorry to hear about this, I have went ahead and credited the cost of the item back to your DoorDash account."
117942,2025-08-12T22:03:02.533036,"@DoorDash_Help Just DM'd you guys, had an awful lunch experience."
AskeBay,2025-08-12T22:03:02.633220,"@117943 Hi, we've replied to your DM. Please get back to us when you can. Thanks ^SG"
117943,2025-08-12T22:03:02.733784,@AskeBay Hi please check DM thank you
AmazonHelp,2025-08-12T22:03:02.834332,@117944 I'm sorry about that! I would recommend logging out and clearing cache and cookies. Let us know if that works! ^LM
117944,2025-08-12T22:03:02.935219,Anyone else see an odd looking @115821 website? It looks very different. Not wrkng as easily and lots of red text
AmazonHelp,2025-08-12T22:03:03.035995,@117945 I'm glad you're enjoying the Oasis! You're welcome to send us feedback with this e-mail: __email__. ^SJ
117945,2025-08-12T22:03:03.137180,@117634 I love my new Kindle Oasis! Please tell me that immersion reading will be added in a future update?!
AmazonHelp,2025-08-12T22:03:03.237942,@117946 I'm sorry! Blue Shade isn't a supported feature on child profiles. ^WT
117946,2025-08-12T22:03:03.339167,@AmazonHelp why not? Does Amazon not care about children?
117946,2025-08-12T22:03:03.442800,@AmazonHelp why doesn't blue light filter work on kids account on the fire kids edition?
AmazonHelp,2025-08-12T22:03:03.544338,@117947 Garcias Jäcob Pintle :). Nos alegra mucho saber que hacemos bien nuestro trabajo. Tratamos de mejorar cada día más. 😃🤝 ^JJ
117947,2025-08-12T22:03:03.644576,"el soporte al cliente de @115821 es tan buena onda, que dan ánimos de contactarlos sólo para platicar con ellos :P"
AmazonHelp,2025-08-12T22:03:03.745538,@117948 I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD
117948,2025-08-12T22:03:03.846106,@AmazonHelp I have an order that was supposed to be here on the 25th which has not arrived yet.
AmazonHelp,2025-08-12T22:03:03.946669,"@117948 What does the current tracking indicate? Also, who does the tracking indicate as carrier?: https://t.co/PyACxvY8Qo ^VB"
117948,2025-08-12T22:03:04.047144,"@AmazonHelp My apologies, it says now that the delivery date is October 31st. Still hasn't come though."
AmazonHelp,2025-08-12T22:03:04.148559,"@117948 Hi Mark!

Deliveries will run up until 21:00.  Let us know what happens.

Chuck H"
