author_id,created_at,text
116996,2025-08-12T21:58:00.017574,@ChipotleTweets Went to get my boorito &amp; was told my costume as my fav tv character wasn't sufficient by a rude employee. Cant believe this!
ChipotleTweets,2025-08-12T21:58:00.118459,"@116997 Well played, my friends. -Becky"
116997,2025-08-12T21:58:00.219318,3 minute D.Va costume for $3 ritos at @ChipotleTweets 🌯🌯🌯🌯 https://t.co/Snb3vnwmMj
ChipotleTweets,2025-08-12T21:58:00.319800,@116998 Online ordering is turned off for our Boorito promotion. My apologies for any frustration. -Becky
116998,2025-08-12T21:58:00.421232,Whoever coded the Chipotle app grinds my gears. I want to order fooood 😩 @ChipotleTweets
ChipotleTweets,2025-08-12T21:58:00.521532,@116999 We should zip through everyone quickly! -Becky
116999,2025-08-12T21:58:00.621748,Walked into @ChipotleTweets to see (zero exaggeration) 150 people waiting in line in costume for $3 burritos #nope https://t.co/lvRKFJbv9K
ChipotleTweets,2025-08-12T21:58:00.723541,@117000 Truth! Thanks so much for the shout out. -Becky
117000,2025-08-12T21:58:00.828562,3$ @ChipotleTweets burritos for anyone in a Halloween costume today 3pm-close ✔️✔️ #whatadeal
sprintcare,2025-08-12T21:58:00.929994,@117001 Hey! We would need to see what offers are available to you. Send us a DM so we can further assist you. -CD
117001,2025-08-12T21:58:01.030453,@sprintcare @115714 thinking about upgrading my wife’s iPhone 6.  What is your best offer?
Ask_Spectrum,2025-08-12T21:58:01.132545,@117002 Our customer service reps at 800-892-4357​ should be able to assist with that
117002,2025-08-12T21:58:01.234118,@Ask_Spectrum can I drop RT from my cable package
Ask_Spectrum,2025-08-12T21:58:01.334971,@117003 You're welcome. -CS
117003,2025-08-12T21:58:01.436321,"@Ask_Spectrum Great, Thank you"
Ask_Spectrum,2025-08-12T21:58:01.537777,@117003 You can DM us directly but no worries. I am submitting the request. -CS
117003,2025-08-12T21:58:01.638790,@Ask_Spectrum i thought i was replying to you directly
Ask_Spectrum,2025-08-12T21:58:01.740290,@117003 Please remove that from public. I have the information though. -CS
sainsburys,2025-08-12T21:58:01.840725,@117004 Thanks Rachel. We'll take a look into this and be back in touch as soon as we have more information! Reid
117004,2025-08-12T21:58:01.940981,"@sainsburys Oh bless you, thank you so much! It’s wallington, or purley way.  Or I’ll drive to wherever! They are so worth it!! X"
sainsburys,2025-08-12T21:58:02.041518,"@117004 Hi Rachel, what's your local store? I'll look into this for you. Steven"
117004,2025-08-12T21:58:02.143171,"This being #UKSausageWeek, it’s reminded me to ask @sainsburys - will you be doing the Taste the Diff chipolatas w. cranberries this year?🙏"
sainsburys,2025-08-12T21:58:02.245044,@117005 Oh no! Sorry about this Will. Which store did you buy these from? I'll get this sorted for you. Robbie
117005,2025-08-12T21:58:02.346468,@sainsburys Thanks robbie. Ecclesall rd Sheffield :/
sainsburys,2025-08-12T21:58:02.447298,@117005 Thanks Will. Can you DM us your Nectar card number via the link please? We'll pop on a refund and feed this back. Lauren https://t.co/MdMtnTlX6H
117005,2025-08-12T21:58:02.547757,Hi @sainsburys just bit into one of your jam doughnuts and it had custard in it ... not happy to say the least
marksandspencer,2025-08-12T21:58:02.648439,@117006 Great! Glad it's sorted for you.....👍🏻
117006,2025-08-12T21:58:02.749809,@marksandspencer Fab customer service from @marksandspencer today. Shoes exchanged with no fuss 😁
117006,2025-08-12T21:58:02.850995,Really disappointed with my @marksandspencer boots - only bought them 2 months ago and already split. I expected better quality from M&amp;S. https://t.co/XPDfiwQB4z
marksandspencer,2025-08-12T21:58:02.952176,@117007 Sorry to hear this - you can get in touch with us here &gt; https://t.co/drkesaOOXi or you can DM us some more info so we can help?
117007,2025-08-12T21:58:03.052767,"@marksandspencer Thanks I filled in an online complaint via your website, hoe long does it normally take to reply?"
marksandspencer,2025-08-12T21:58:03.154508,@117007 Hi - our team aims to reply within 24 hours :) Thanks
117007,2025-08-12T21:58:03.254783,@marksandspencer who can I complain to about poor quality with food packs? Have spoken to store in question but they aren’t helpful at all? Do you have an email or phone number of someone who may be able to help? Thanks
VerizonSupport,2025-08-12T21:58:03.355101,"@117008 What color are the lights on the router?
^JAY"
117008,2025-08-12T21:58:03.456201,@VerizonSupport This has happens far to many times when important work is due
117008,2025-08-12T21:58:03.557686,@VerizonSupport After 2 hours of customer service we finally fixed it thankfully our contract is up and we will not be renewed with you guys
VerizonSupport,2025-08-12T21:58:03.658152,"@117008 We sincerely would like to keep you as a customer. 
^NHP"
117008,2025-08-12T21:58:03.758816,Trying to do my presentation and my whole entire house has no internet ...wonderful just wonderful @VerizonSupport get it together
AskPlayStation,2025-08-12T21:58:03.859590,@117009  No problem. Please follow the steps in the next link for issues downloading additional content: https://t.co/PR9L0S0kEu
117009,2025-08-12T21:58:03.960943,@AskPlayStation I redeemed a VC code for nba 2k18 that I got from Best Buy. It said it was successful but I didn’t get the VC
AskPlayStation,2025-08-12T21:58:04.061391,@117010 Here to help! Please provide us with more details of this issue in order to assist you better.
117010,2025-08-12T21:58:04.161865,@AskPlayStation I sent a question.  Can you guys answer? Thanks
AskPlayStation,2025-08-12T21:58:04.262639,@117011 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.
117011,2025-08-12T21:58:04.363950,"@AskPlayStation My account has been temporarily suspended, and I was wondering why but I have not been emailed yet???"
AskPlayStation,2025-08-12T21:58:04.464383,"@117012 Hi Arvid, Once an account has been created the Online ID can't be changed, More details here: https://t.co/mj1xAGC6hY"
117012,2025-08-12T21:58:04.565116,@AskPlayStation But i hope it will come as an option in the future! @AskPlayStation everybody wants this?! @9668 @9667 @117013 @117014 @117015
117012,2025-08-12T21:58:04.665562,@AskPlayStation When we Change our online id ???!!!
AskPlayStation,2025-08-12T21:58:04.768142,PSN Status Indicator - one stop shop for checking the status of PSN and specific services: https://t.co/d5JFAgqzzo https://t.co/Utr7rENHJz
AskPlayStation,2025-08-12T21:58:04.868625,"@117016 Hi there, Check the following article to receive further details about the process with banned accounts: https://t.co/YFJ2ZgLlo6"
117016,2025-08-12T21:58:04.970146,@AskPlayStation Is there a way to get a psn account unbanned
AskPlayStation,2025-08-12T21:58:05.070586,@117017 Te hemos enviado un mensaje privado con instrucciones a traves de Twitter.
117017,2025-08-12T21:58:05.170949,@AskPlayStation Ya los empeze a seguir
AskPlayStation,2025-08-12T21:58:05.271333,@117017 Hola. Por favor siguenos a traves de Twitter para poder enviarte un mensaje privado con instrucciones.
117017,2025-08-12T21:58:05.373078,"@116216 Yo tenia un adeudo en mi cuenta y ya lo pague, estoy conciente que son 24 horas pero en ps4 dice que esta bloqueada mi cuenta"
AskPlayStation,2025-08-12T21:58:05.473810,@117018 Here to help!  Check out the next article for problems redeeming a voucher code: https://t.co/qAI3lL6Rck
117018,2025-08-12T21:58:05.575355,@AskPlayStation my redeem code DOSENT work 😭
AskPlayStation,2025-08-12T21:58:05.675922,@117019 Sorry to know that. Please follow the steps in the next link: https://t.co/lyTEIVBTBn Let us know the outcome!
117019,2025-08-12T21:58:05.777150,@AskPlayStation I'm trying to buy the game first but its not letting me do that
117019,2025-08-12T21:58:05.879748,@AskPlayStation I'm using a PS4 system
AskPlayStation,2025-08-12T21:58:05.980597,"@117019 Hi there,Glad to assist!  Sorry to hear that, Are you using a PS4 or a PS3? Let us know more details!"
117019,2025-08-12T21:58:06.081259,@AskPlayStation I trying to download Qurare: Magic Library bit its saying page not found.
AskPlayStation,2025-08-12T21:58:06.181518,"@117020 For further investigation please discuss this in our Community forums, here: https://t.co/F3J4l2vJHb"
117020,2025-08-12T21:58:05.935755,@AskPlayStation Right now i have a controller and headset picking up my audio that i cannot find on my system
AskPlayStation,2025-08-12T21:58:05.566314,"@117020 Hi there. That option is not available. Please submit your feedback and ideas, here: https://t.co/gY9N8hXbfZ"
117020,2025-08-12T21:58:05.666745,@AskPlayStation Is it possible to create a hidden harddrive on ps4 which can be accessed remotely when the system is on?
AskPlayStation,2025-08-12T21:58:05.766894,Have a discount code? Learn how to redeem it here: https://t.co/joA7xDPsTu https://t.co/PQytTp13Cc
ChaseSupport,2025-08-12T21:58:05.872753,"@117021 2/2 with us, please feel free to send us a DM. ^BG https://t.co/znUu1VJn9r"
117021,2025-08-12T21:58:05.975339,I can't believe there's no other account Mgr's available
AskeBay,2025-08-12T21:58:06.075536,"@117022 Then let’s take a look at what triggered the restriction. DM your full name, email address, and registered postal code. ^LJ"
117022,2025-08-12T21:58:06.176039,"@AskeBay Can you please bear in mind, not everyone has smart phones! I have but my buyers might not!"
117022,2025-08-12T21:58:06.276330,"@AskeBay I know what triggered it, I tried to send my number and email address to a buyer so they could contact me for directions!!!"
117022,2025-08-12T21:58:06.376631,@AskeBay I’m currently receiving enquiries regarding delivery info which I can’t respond to which is going to cost me in lost sales
117022,2025-08-12T21:58:06.477181,@AskeBay All the items I have listed currently are for local pick up yet I’ve had my messages restricted because I tried to give my number and email
AskeBay,2025-08-12T21:58:06.577624,@117022 Motors &amp; Local Pickup only are a little different – but all other items should show details in the pictures. If it’s (1/2) ^LJ
117022,2025-08-12T21:58:06.677963,"@AskeBay I for one would not consider buying a £3k watch without seeing it first, how would I get the sellers details?"
AskeBay,2025-08-12T21:58:06.778362,"@117022 Contact info can be exchanged after payment has been submitted through eBay, but not before. (1/2) ^LJ"
117022,2025-08-12T21:58:06.878980,"@AskeBay But as a delivery driver, I can’t be opening the app constantly to respond to queries and if someone wants to let me know they’re 5mins away"
AskeBay,2025-08-12T21:58:06.980363,@117022 We want to ensure eBay is safe and we can only protect our members if the conversation is kept on the site. ^CM
117022,2025-08-12T21:58:07.081216,@115937 why is it such a crime to put my phone number in messages when dealing with potential buyers regarding delivery info?
AskeBay,2025-08-12T21:58:07.182802,@117023 Sorry for any confusion! DM = direct message. ^LJ
117023,2025-08-12T21:58:07.283697,@AskeBay What is a dm
AskeBay,2025-08-12T21:58:07.384409,@117023 We're always here to help and we want you to have a great experience! Send us a DM with more information and we'll review. ^CR
117023,2025-08-12T21:58:07.485753,@AskeBay I've talked to a supr with no assistance
AskeBay,2025-08-12T21:58:07.587102,"@117023 Oh! We place great emphasis on customer service.If you have any situation you need support, we're happy to check it if DM us ^AH"
117023,2025-08-12T21:58:07.688251,@115937 is not a customer service co
AskeBay,2025-08-12T21:58:07.789712,"@117022 not as described once received, we offer protection with our Money Back Guarantee. (2/2) ^LJ"
117022,2025-08-12T21:58:07.891067,@AskeBay To a potential buyer who wants to contact me during my work hours to arrange a viewing.
117022,2025-08-12T21:58:07.991787,@AskeBay But yours as well. Doesn’t make sense!
117022,2025-08-12T21:58:08.092702,"@AskeBay If l lose out on sales or an item doesn’t sell as well as it should, eBay won’t receive their %. You’re not only affecting my pocket"
CoxHelp,2025-08-12T21:58:08.193180,"@117024 Chuck, we do not have an estimated time of repair. Thank you for your patience! -Karen"
117025,2025-08-12T21:58:08.294339,@CoxHelp @117024 I agree! Why the frig can we not get an ETR????!?!?
CoxHelp,2025-08-12T21:58:08.394921,@117025 We do apologize for the inconvenience and hope to have it restored soon as we can. = JJ
CoxHelp,2025-08-12T21:58:08.496218,"@117025, power we will not be able to provide any clear updates.  = JJ"
CoxHelp,2025-08-12T21:58:08.597036,"@117025, This outage is due to commercial power where our signal transmitter is located is out. Until the power company can restore 1/2"
117025,2025-08-12T21:58:08.698665,@CoxHelp Funny bc everyone around is restored
117025,2025-08-12T21:58:08.799558,@CoxHelp Never lost power
117024,2025-08-12T21:58:08.900765,@117025 @CoxHelp I get it. Tx for explanation. ETR depends on Natl Grid fixing power outage still in the middle of 02806
CoxHelp,2025-08-12T21:58:09.001840,"@117024 Thank you for understanding. Should info become available, it will be here: https://t.co/ihjTPQcO6Y 
 -Erica"
117024,2025-08-12T21:58:09.102081,@CoxHelp ETR now 12pm. Consistent w following Natl Grid ETR for 02806 Center at 8:30 am. All good news  Thanks. https://t.co/Y2vWtUJu0A
CoxHelp,2025-08-12T21:58:09.202292,"@117024  You're welcome. If you have any other questions or concerns, please feel free to reach back out to us. -Mary"
117024,2025-08-12T21:58:09.302583,Hi #coxri @116021 @CoxHelp I know you’re working hard. Just a little update or ETR WOULD HELP A LOT https://t.co/6tbwbd4WSS
