author_id,created_at,text
AskAmex,2025-08-12T22:05:00.052830,@118350 Was your purchase more than what you have available on the Card?
118350,2025-08-12T22:05:00.153112,@AskAmex no
AskAmex,2025-08-12T22:05:00.253409,@118350 They're available 7 days a week 8:00 am to midnight (ET). Sorry for the inconvenience.^In
AskAmex,2025-08-12T22:05:00.354227,@118350 via this channel. Please call our Gift Card Servicing Team at 877-297-4438 for assistance.
AskAmex,2025-08-12T22:05:00.455160,"@118350 Thanks for the information you provided. We'd like to assist, however we do not have access to the Prepaid Platform"
118351,2025-08-12T22:05:00.557216,@AskAmex @118350 I've had a charge appear on my account in another state while I was sleeping. What do I do to get my money back.
AskAmex,2025-08-12T22:05:00.659363,"@118351 Hi there. What type of Amex Card is this concerning, once the charge posts you may be able to dispute it. ^Rachel"
118350,2025-08-12T22:05:00.759817,@AskAmex I tried adding the card to my PayPal and it said it was declined..just bought the card too. it's a prepaid
AskAmex,2025-08-12T22:05:00.860169,"@118350 Hi there, how may I help?"
118350,2025-08-12T22:05:00.961583,@AskAmex yo I need help with a gift card
AskTarget,2025-08-12T22:05:01.062434,"@118060 We are glad you are excited about #reputation. Yes, we do mean early Friday morning check your local Target."
118060,2025-08-12T22:05:01.163584,"@AskTarget You mean early Friday morning? Release day is Fri.,11/10."
AskTarget,2025-08-12T22:05:01.265844,"@118060 They will be available in store, but we expect them to go very fast in stores once the album drops. Check your store early Sunday morning."
AskLyft,2025-08-12T22:05:01.366792,"@118352 Hey there, please DM us with the phone number associated with your account so we can look into this for you."
118352,2025-08-12T22:05:01.467798,What’s the point been here about an hour and no ride going home . @AskLyft  @115879 https://t.co/GRwPOMbhJP
AskPayPal,2025-08-12T22:05:01.569557,@118353 Thank you for contacting PayPal. Please send us a DM with your PayPal email address and we will be happy to help. ^JP
118353,2025-08-12T22:05:01.670113,@115993 @115993 literally why is this such a hassle? Literally no one else I have asked has had them done to them.
118353,2025-08-12T22:05:01.773126,@115993 old account. Thanks for keeping me away from money! I appreciate taking 200 off my hands and being a huge waste of time!
118353,2025-08-12T22:05:01.873701,"@115993 even after I sent all the right documents, did all that your customer service told me and even after all that I didn't get to close my..."
118353,2025-08-12T22:05:01.977855,"@115993 thanks for making me call 3 times, telling me to make a new account, then limiting the new account..."
AmazonHelp,2025-08-12T22:05:02.078155,"@118354 I'm so sorry we've let you down. Please reach us here: https://t.co/hApLpMlfHN, so we can explore options with you. ^LL"
118354,2025-08-12T22:05:02.178778,@AmazonHelp My Halloween costume is a day late. Can you help?
AmazonHelp,2025-08-12T22:05:02.279632,@118355 We do not want this to happen and are eager to help. Reach out to us for more assistance here: https://t.co/hApLpMlfHN ^LM
118355,2025-08-12T22:05:02.381183,Seriously @115821 what is up with ordering things and it being open?  You guys shipping returned items.  2nd day in a row this happens :SMH: https://t.co/gMyT1z9Zu1
AmazonHelp,2025-08-12T22:05:02.481925,@118233 Oh no! Have we missed the estimated delivery date showing in your order confirmation e-mail? We're here to help! ^ML
118233,2025-08-12T22:05:02.583679,@116090 don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it
AmazonHelp,2025-08-12T22:05:02.684158,"@118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD"
118356,2025-08-12T22:05:02.784980,@AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now
AmazonHelp,2025-08-12T22:05:02.886482,@118356 Sorry about the delay with the order. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this. ^KA
118356,2025-08-12T22:05:02.986979,@AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff..
AmazonHelp,2025-08-12T22:05:03.087615,@118356 details through the link provided above so that we can look into the issue. 2/2 ^SH
AmazonHelp,2025-08-12T22:05:03.188184,@118356 Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH
118356,2025-08-12T22:05:03.288877,"@AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!!
Should I pledge that I won't ever order from u?!"
AppleSupport,2025-08-12T22:05:03.389767,@118357 We're here to help with any issues you may be having. Tell us what's going on to get started.
118357,2025-08-12T22:05:03.490595,@115858 this glitch is blowing mine. please fix it.
AppleSupport,2025-08-12T22:05:03.591689,@118358 Hi. We are here to help. What is the specific iOS version that you have?
118358,2025-08-12T22:05:03.692678,@AppleSupport 11.1
AppleSupport,2025-08-12T22:05:03.793361,@118358 Got it. Let's continue to look further into this in DM: https://t.co/GDrqU22YpT
118358,2025-08-12T22:05:03.893991,@AppleSupport 11.1 iPhone 6
118358,2025-08-12T22:05:03.995148,@115858 @AppleSupport your latest iOS update had made my phone slower and apps like iMessage are slow to open and load.  What’s up with this?
AppleSupport,2025-08-12T22:05:04.095820,@118359 We'd like to look at service options with you. Let's take a look at this in DM. https://t.co/GDrqU22YpT
118359,2025-08-12T22:05:04.196939,@115858 @AppleSupport any suggestions???
118359,2025-08-12T22:05:04.297819,"#iPhone8 is great but I wasn’t aware of the strong vibration. Anywhere I sit my phone, it vibrates off of that surface &amp; now this @115858 https://t.co/DjaomnWYAW"
AppleSupport,2025-08-12T22:05:04.398214,@118360 You've come to the right place. May we ask when you started to notice the situation?
118360,2025-08-12T22:05:04.499230,@AppleSupport a couple of days ago. it’s been happening on a few of my friends’ phones as well.
