author_id,created_at,text
AmazonHelp,2025-08-12T22:15:00.096804,@120173 We've emailed a correspondence to you. Kindly check it here: https://t.co/8DAc10S7ww &amp; reply to it for further assistance.^SF
120173,2025-08-12T22:15:00.198073,@AmazonHelp Do not make us helpless and kindly refund my amount ..
AmazonHelp,2025-08-12T22:15:00.298556,@120173 We've already sent a correspondence to your registered email ID. Please check it and reply us with your concerns. ^SC
120173,2025-08-12T22:15:00.398904,@AmazonHelp It says wrong product has sent .. refund cannot be given ... u kindly ask ur courier guy n confirm me what was given to him ..
AmazonHelp,2025-08-12T22:15:00.499578,@120173 Kindly reply to the email that we've sent. We'll investigate this further. ^SG
120173,2025-08-12T22:15:00.600122,@AmazonHelp Have sent the prouduct back .. and after a month ur complaining that the product sent is wrong .. @AmazonHelp
AmazonHelp,2025-08-12T22:15:00.700579,"@120173 Please don't provide your order details, we consider it to be personal information. Our page is visible to public. (2/2)^RI"
120173,2025-08-12T22:15:00.801336,"@115850 @115821 @AmazonHelp Order no 408-9297978-3842763"".
Men's Polo (8907036565225_USTS1840_M_Apricot)"".#refund not recd..been 2 weeks"
AmazonHelp,2025-08-12T22:15:00.901576,"@120174 This feature, as of now isn't available. It will soon be available. Kindly stay tuned! ^HR"
120174,2025-08-12T22:15:01.001926,@AmazonHelp Also when will Amazon prime music be available for Indian users of Alexa?
AmazonHelp,2025-08-12T22:15:01.102136,"@120174 In order to stream music from Amazon Prime Music on the echo devices, the customer has to be an Amazon Prime member. 2/2^AR"
120174,2025-08-12T22:15:01.202387,@AmazonHelp How do I check if prime music is working on my echo device?
AmazonHelp,2025-08-12T22:15:01.302674,@120174 You can check this on Alexa app. ^SU
AmazonHelp,2025-08-12T22:15:01.404081,@120174 Amazon Prime Music is one of the music streaming services available exclusively on echo devices starting 10/31. 1/2 ^AR
120174,2025-08-12T22:15:01.505040,@AmazonHelp why is Videos option missing in the skills for Alexa in India? Not able to connect my fire TV.
AmazonHelp,2025-08-12T22:15:01.605619,@120175 Oh no! I'm sorry your package arrived empty! Was this order shipped by Amazon or a third-party seller? ^QJ
120175,2025-08-12T22:15:01.706758,@AmazonHelp I am assuming it's by Amazon since I chose Amazon global priority shipping. https://t.co/C9vq5RkuuV this is the link to the product page.
AmazonHelp,2025-08-12T22:15:01.807081,@120175 Please reach out to us by phone here: https://t.co/hApLpMlfHN ^RR
120175,2025-08-12T22:15:01.909767,@AmazonHelp I contacted customer support by chat&amp;was told to wait for 72 hrs while investigating.:/ This has happened to others for over a week though
AmazonHelp,2025-08-12T22:15:02.010384,"@120175 Have you heard back about the investigation, yet? Please let us know! ^LB"
120175,2025-08-12T22:15:02.111063,@8078 @115821 I don't know who is at fault. I ordered an elgato hd60s but received an empty box. There are 5 others in same sitch https://t.co/XgYujaMC94
AmazonHelp,2025-08-12T22:15:02.211802,@120176 Thanks for bringing this to our notice; we'll check and forward this internally for review. ^VN
