author_id,created_at,text
BofA_Help,2025-08-12T22:22:00.037836,@121244 You're welcome. Have a great weekend! ^cl
121244,2025-08-12T22:22:00.138535,@BofA_Help I appreciate it very much.
BofA_Help,2025-08-12T22:22:00.244354,"@121244 Hello, your security and protection is our top priority &amp; we continuously monitor activity on all of our customer's cards. ^cl"
121244,2025-08-12T22:22:00.344406,Thank you @116035 for doing your job and watching my card activity but why y’all always be declining at the most awkward moments? Every time I make a big purchase y’all be like “WAIT A DAMN MINUTE.”
BofA_Help,2025-08-12T22:22:00.445041,"@121245 Hello, please visit https://t.co/Zyg1vuhAoR to learn about balance requirements &amp; ways to avoid fees. Thanks. ^cl"
121241,2025-08-12T22:22:00.547072,@BofA_Help @121245 Why is it you try to get all these topics offline? Why not answer our questions here in public? https://t.co/kl0EDWwDtx #eBanking
121246,2025-08-12T22:22:00.649037,@BofA_Help @121245 Same
121245,2025-08-12T22:22:00.750537,@116035 Just got notified you're going to charge me $12/mo. on my checking account starting in January.  Total BS.  I've been with BofA over 50 years.  Now I'm closing my accounts.
BofA_Help,2025-08-12T22:22:00.852076,"@121247 Hi Kourtney, pls let us know how we can help you with your account &amp; we'll follow up with you at the phone # that we have. ^cl"
121247,2025-08-12T22:22:00.953416,@BofA_Help It’s not necessary I’ll be switching banks next week.
121241,2025-08-12T22:22:01.055089,@121247 @BofA_Help Looks like you're not the only one! Somehow I have a feeling that is what BOA actually wants some customers just aren't to their liking: https://t.co/Mh6qoLr9oo
121247,2025-08-12T22:22:01.156625,@116035 is the absolute WORSE bank!!!
BofA_Help,2025-08-12T22:22:01.258790,@121248 Thanks for reaching out. Please send your name/ZIP/phone and I’ll call. ^js https://t.co/CoOXedUuUC
121248,2025-08-12T22:22:01.360349,"@BofA_Help Hi, I sent you a private message."
marksandspencer,2025-08-12T22:22:01.461998,@121249 We'll share your thoughts with our womenswear team to consider moving forward. Thanks 2/2
121249,2025-08-12T22:22:01.562932,"@marksandspencer one last point. Out of 230 pairs of trousers in a size 20 on your website, 10 pairs come in long. Just like to know why?"
marksandspencer,2025-08-12T22:22:01.665326,@121249 All our trousers in 20 Long can be found here &gt; https://t.co/w1IJYCOoYD. Hope this helps you find a pair which you like 😊
121249,2025-08-12T22:22:01.766841,@marksandspencer please can you tell me why you don't seem to do a 20 Long in your trousers? Do you think all larger people are short?
marksandspencer,2025-08-12T22:22:01.867520,"@121249 We do try to match our demand, so previously the reason our range is smaller in that size is due to a lack of demand. 1/2"
SW_Help,2025-08-12T22:22:01.968296,"@121250 Hi, if there were no other passengers on the platform, I assume that is why it departed at 05:48. ^MM"
121250,2025-08-12T22:22:02.068789,@SW_Help Except that as last time people were left on the platform. I’m lucky that this time it was not me. This practice needs to stop as I do not wish to be left behind in the future. 5:49=5:49. Please ensure that this does not happen again
121250,2025-08-12T22:22:02.169677,@SW_Help Unable to DM you. However can tell you exactly what happened. Train there with doors open at 05:46. I ran to get on the train. And got on. Immediately guard blew whistle. We were moving and passing your clock at 05:48 and 10 seconds
SW_Help,2025-08-12T22:22:02.270891,"@121250 Hi, sorry you missed your train, this has been raised previously so sorry to hear this has happened again. Please can you DM us more details, such as what time you arrived at the station etc...? ^MM"
121250,2025-08-12T22:22:02.371657,The awkward movement when SouthWestern Rail try to stop a refund payment by claiming a train was on time when in actual fact developed a train fault and had to be cancelled @SW_Help
DellCares,2025-08-12T22:22:02.472324,@121251 (2)  with registered owner's name so that we can check the system configuration and provide you the steps. ^RC
121251,2025-08-12T22:22:02.573128,@DellCares Hello can you let me know how to flip the screen on the Dell laptop back to regular view please?
DellCares,2025-08-12T22:22:02.673975,"Why your laptop #battery hates extreme temperatures, and other useful battery details. https://t.co/cBqTq7KT8R https://t.co/GJggph93XM"
DellCares,2025-08-12T22:22:02.777243,@121251 I can understand your concern and we regret the inconvenience caused to you. Please DM us the system service tag along (1)
SW_Help,2025-08-12T22:22:02.878676,@121252 train you'd like me to investigate for you? ^AE 2/2
121252,2025-08-12T22:22:02.979547,@SW_Help I guess the way to on time trains is cutting your carriage numbers by half. Interesting.....
SW_Help,2025-08-12T22:22:03.081405,@121253 @115793 train. May I ask where this information was provided from please? ^AE 2/2
121253,2025-08-12T22:22:03.182037,@SW_Help @115793 What on earth is a reactionary delay?  Is this the new term for congestion?
